uuid,name,email,phone,description,tags,metadata.referrer,metadata.region,metadata.plan,metadata.source
5311ac69-78b7-4225-8468-c36e7225a398,Jessica Lopez,anthonydavies@example.org,+34943184787,Fund front return.,"premium,churned",yuhanhoesa.com,RU,free,organic
8a71b0cb-3e6a-4d40-be6b-19d2f15eb543,김지후,bergermartine@example.net,+7178993136,彼女埋め込む索引証言する。,"premium,b2b,internal",fabrica.net,AZ,free,organic
56a795d0-6e24-40d3-b011-d88782a81c3e,吉田 零,lucaseugene@example.net,+330328791456,Dog brother morning believe gun seven music.,new-customer,jusighoesa.kr,MC,enterprise,organic
1a2ac3e0-70ba-4416-a8dd-9cd4a6a8ce14,Carmen Cuesta Aroca,justin64@example.com,+34983113799,狐部隊スペル立派な再現するスキーム。,"new-customer,churned",hwangyuni.com,CZ,pro,ads
a556919e-9dce-4958-a3a4-3b2ebfe2311f,강민준,reiyamashita@example.net,+5763253492929,Laudantium voluptatum nihil saepe eius quas quasi.,"b2b,churned,internal",restauracion.es,NZ,pro,ads
f2b23c99-a8c9-460c-8e8d-5aedbd0b68ba,Marc Bertrand,gquinn@example.org,+34986671773,Send really image design grow dream your.,b2b,yu.com,CZ,pro,ads
3b22391a-06cf-40d9-af75-d73f1d638fc0,Michel Barthelemy,xgim@example.net,+34616580464,Moyen coûter politique pain espoir tout lueur.,,caldwell-martin.info,AE,pro,ads
a22f8fb4-bb8f-462d-9ff5-a91ac0eea44b,Almudena Flavia Pazos Díez,guilbertmathilde@example.org,+34978881788,尊敬するリハビリ今日連続今テントメニュー。,premium,sakamoto.com,MM,pro,organic
afa2b406-f824-4d3b-beeb-fbee5044e593,양영진,robert82@example.com,+7043103856,Permettre reprendre jour pitié manger mener.,vip,compania.org,MC,free,referral
c5707976-a619-4eca-87c5-e7da9b4174a8,高橋 聡太郎,esperanzacuevas@example.net,+34981275208,Paysan écrire supporter vêtir rapidement vouloir.,"internal,churned",desarrollo.net,MR,pro,ads
bc7dbfd5-99d7-4b00-9587-c74695ff621c,Honoré Laurent,victor-manuelpalau@example.org,+12717863759,Quaerat incidunt harum accusamus.,"premium,internal,churned",igimbag.com,GD,enterprise,organic
f8b2633d-b228-4e31-b3c1-215dd9d2c7c4,박혜진,fernando66@example.org,+330276347851,Beau fruit tenter garder milieu presser.,"b2b,new-customer,premium",nakamura.jp,BT,pro,organic
99ad8e17-f595-45ed-9483-2f5e9b3e7908,Elizabeth Richards,bgomez@example.org,+3564504481832,Sommet salut politique élever pont portier.,,jusighoesa.com,RW,pro,ads
a27f1b1c-709f-4635-9cff-f14e6e66e70a,Evita Cánovas Calatayud,myeongjaryu@example.net,+330559711207,中世トス見落とすあなた自身クルー。,,carpenter.net,MR,enterprise,organic
4c31f2e3-142c-4815-afdb-1b53ea67b0e2,Scott Thomas,seojun21@example.com,+2079603108,Analysis feeling act benefit buy.,,tanaka.org,CH,enterprise,referral
c3478d74-d008-4447-a18a-2ecfe3ba9cf0,노현정,taichi89@example.org,+330238908334,A quas unde ullam sed labore praesentium.,,coste.fr,BW,enterprise,organic
87a32fd2-80de-4078-83f0-37cdf572c5f3,Lucas Marie-Samson,yamadakana@example.org,+34927480157,Exist outside find wish know network.,new-customer,janggimjeon.kr,GH,pro,organic
55435dff-32db-4946-ad30-1ebe9714b4df,Carmina Alberto Tur,qkim@example.net,+5267691215,Sapiente illo doloremque incidunt libero quisquam quisquam nisi.,,okamoto.jp,BJ,pro,ads
e78d4145-2b22-484f-8168-ea8af06a6af5,John Hall,gimminseog@example.org,+34732695249,Recherche peu machine large.,,tamarit.org,PH,pro,organic
5fc242d9-a528-4ac0-9e4b-78573e8563a8,Agnès Salmon-David,plavinicio@example.com,+34971700284,Inventore est harum quisquam necessitatibus laudantium mollitia.,"b2b,vip",instalaciones.org,LV,enterprise,referral
c51fcb18-15e7-4587-846f-ec4b9bbef2a8,Jose Miguel Pina-Osorio,kazuya09@example.org,+8529456371,Durant argent voyager frais début.,"churned,internal",ollivier.com,BG,pro,ads
be58a42e-61ac-4140-b210-7b8bd4dc6ddc,Clementina Olivera Benítez,ryosuke85@example.org,+34945498782,Reflect television officer defense while score level view.,"internal,b2b",richard.com,SM,enterprise,ads
cc7bfb4d-92d1-43dc-af36-ad88a4b78921,高橋 くみ子,ekato@example.net,+34928409003,チーズサンプルノートリンク保持する月ダイヤモンド。,"new-customer,churned",moreno.com,FR,free,organic
51f53604-0653-4ad8-90ff-7180808fb7d8,고민재,serafina60@example.com,+34874934362,Adipisci voluptate doloremque iste.,"churned,vip,premium",aguilo.org,BW,free,ads
5af77afe-055d-40f7-920e-208fb4638451,우영숙,vo@example.net,+330139489646,彼通行料金革新プラスチック。,"premium,churned",coeyun.com,PW,enterprise,referral
d77df682-163f-4d37-8d90-c6c39c6ea6ce,高橋 加奈,matsudaasuka@example.com,+4494856257,Sequi omnis reiciendis amet corrupti dolorem alias.,,maillot.fr,BT,free,organic
ddce922b-6579-4fc2-aa16-7e7588ec7ae9,Ismael Palacios Toro,ucapdevila@example.org,+2134422849939,Doloribus libero atque eveniet.,b2b,takahashi.jp,CI,pro,organic
297804ae-5153-4a38-a3ce-bd5cd33baabc,Isaac Brunet,stevensjasmine@example.com,+34884905097,パンヒットリハビリ動物トレーナー偏差分割。,"b2b,internal,premium",ikeda.com,MR,pro,referral
277fe208-a92d-4479-aece-f7b60b8c4a6e,문미경,junhyeogi@example.net,+8837776749961,Habitant grâce appartenir état.,,morin.fr,EE,pro,ads
7ccffbb0-3002-43ba-8537-0a71efeddc35,Wilfredo Tejedor Mas,yeongsuni@example.org,+966417945491801,Aliquid impedit provident et quam quidem.,"new-customer,b2b,churned",despacho.com,PT,pro,referral
111ea11a-973f-4497-800f-8ae4ed2f82a3,Adrien Delaunay,jacksonthomas@example.net,+34979499564,Career course staff receive.,,manufacturas.org,NZ,pro,referral
3602303c-10a7-427d-ac82-8dfefa93a204,John Wells,martinelijah@example.net,+34978707933,行進ブランチ合計暖かいバナージャーナル協力。,,jusighoesa.org,ET,free,ads
0d1553f4-89ec-4f11-ae55-f0ad63f18e0e,Jennifer Stewart,patricia67@example.org,+34925760243,Ipsa magni nesciunt placeat ullam sequi.,b2b,banco.es,LC,pro,organic
f3bc3721-fe01-4007-b6e2-76eec53f1e92,Guy de Martineau,fulgencioflores@example.org,+7548522801,Dinner no main year size show show news.,premium,instalaciones.es,DK,pro,referral
2b755313-3a6f-4ebd-993b-889f3bf2e59e,Caroline Guilbert de Guillou,crystalpitts@example.com,+34877266678,見落とす風景副。,,ju.org,CD,enterprise,referral
c6ca15f9-16eb-46a4-a9e9-0ae1e4b0085b,Haroldo Arco Corbacho,lefortmichele@example.net,+34872410856,Voluptatibus eligendi at mollitia maxime quidem cum.,,clement.fr,DM,free,organic
f28a3f28-15fe-4e30-a206-8337462a3d93,Debbie Romero,shermanshelly@example.com,+33493712661,Interesting candidate Democrat back.,,vargas.biz,CG,free,ads
a38ca3fb-a1ae-41e1-a923-3d885afd93b5,Isabela Tovar Riera,migyeongbag@example.com,+34732296044,Reprehenderit laborum commodi expedita.,new-customer,pruvost.fr,TV,enterprise,organic
3c8b18d5-a86f-49df-b02b-56078d8b7b40,Benigna Rafaela Chacón Vargas,jsanchez@example.net,+34981018204,Rerum saepe neque assumenda modi.,internal,olson-collins.info,MT,enterprise,ads
102987e3-8837-4174-a02c-8f499ef01cf3,田中 明美,alex41@example.org,+18244224124,Which consider require fear better central throw election.,,kato.com,AO,enterprise,organic
46be806b-91c2-4201-a896-a05faa67a67a,Nathalie de Royer,steven61@example.com,+330548913824967,Molestiae cumque doloribus veritatis vero nam.,churned,harris.org,SA,enterprise,referral
5532e5e3-0a74-466f-95fd-aa60879de063,Karen Harper,purificacion39@example.net,+4355379502,Live top pull including time reflect several Mrs.,"internal,premium",hess.com,AD,pro,organic
970bc498-f723-4b5c-ab4a-e6845e57150b,Nath Schmitt,fordsharon@example.com,+5049531943,動物舗装犯罪者。,,johnson.com,MT,pro,organic
505d52d5-17b6-4c91-8b68-b2312521f0ac,Leoncio Ferrer Echevarría,julieanderson@example.net,+34807496110,Écraser figure billet.,new-customer,jusighoesa.com,SC,free,referral
63f71839-9993-4c24-886a-a8c752cb14db,Timothy Logan,diana31@example.org,+19194392845679,Reiciendis aperiam est ipsa.,"vip,premium,internal",alimentacion.es,VN,enterprise,referral
708eeb7e-d343-4430-8b8a-a85f62e2df15,山本 明美,bertrandgomez@example.net,+330563533315,Possimus voluptatem nobis ex neque vitae nulla.,"premium,internal,churned",yamamoto.com,PW,enterprise,referral
b517bd4a-212b-4bc7-92d8-6a652c0f9f56,Melissa Owens,gyeonghyihwang@example.com,+34874620501,欠乏織る見落とす。,b2b,camara.com,GN,enterprise,ads
5a6290ca-e374-43b5-9d4a-de560b4961b8,伊藤 淳,jeonghyi32@example.org,+6419026153,Repellat optio velit voluptate voluptatum sunt.,"vip,internal",bertrand.com,FJ,pro,organic
e5f5895c-f4fc-4e81-ae5f-3bb346f0d979,Ester Román Hidalgo,melissaphillips@example.org,+34820286857,Conclure prêter maître joindre vague inutile naturel.,"vip,b2b",thomas.com,SN,free,referral
5ac03865-708e-4a6c-bd1b-fa024f4073a9,Ezequiel Rodríguez,purificacionperello@example.com,+330258147853,Inspirer paix grâce.,,guillaume.net,GW,pro,referral
8a4c38b0-1308-426c-ba9d-6032c713b99c,David Brewer,yamamotokaori@example.net,+330427311150,Espace pluie désormais question regarder.,,rebollo.es,MU,enterprise,referral
0a98390a-348b-4a38-be1e-9a50398f1e4e,Diane Reed,ealbero@example.net,+33545333738,Rassurer profiter impossible respecter enfance construire regretter.,"premium,new-customer,vip",tanaka.com,IL,free,organic
67d58142-3603-4241-bccf-d24b6018dee7,Honoré Gallet,wcochran@example.com,+330269259999,Dignissimos hic modi deleniti autem necessitatibus.,internal,supermercados.com,CU,pro,organic
d4bcb72b-7115-492d-94ec-d22cb0eae5bd,Alexandrie Lemoine,baegjunyeong@example.org,+34820632346,Nobis vel nesciunt magnam.,b2b,compania.com,FM,free,ads
05e988be-83d4-4cd4-836e-c2a851dded28,Victoire Jacques,boulucio@example.net,+34925469263,Quasi itaque tenetur delectus necessitatibus hic veniam dolores.,b2b,finanzas.es,HU,enterprise,ads
c3349a3a-c85c-49b5-af77-005a67a4f349,이지연,charles18@example.com,+34972243807,Police put left gas.,,yangbag.net,MC,enterprise,organic
bd3dcc9a-9a85-4e21-839c-ef10b029060b,Joaquina Bayo Blanch,michelenavarro@example.org,+34886220912,月ブランチ主人品質。,,servicios.com,LR,enterprise,ads
8f6f5606-5fa5-46c7-844c-6f475c4d0f08,Kim Ramos,myerskyle@example.org,+330175633533,Instead writer front.,"vip,internal",takahashi.jp,GM,free,referral
dfee77bf-cde4-415c-9930-c384de092bf1,박준서,nanamitanaka@example.net,+34951331552,Pressure activity defense detail price everything.,"b2b,internal",jusighoesa.net,RS,pro,ads
3af4c5db-b050-4e88-ba67-f0c7fe4887f9,岡本 加奈,philippegauthier@example.net,+2525715099,Maiores quia magnam provident accusamus accusantium.,,bertrand.com,NG,free,ads
beff1aba-6b6b-4045-ad48-7b978c8143b5,Jonathan Harris,felisaarellano@example.org,+34820302321,Molestias recusandae dignissimos magni incidunt iusto cum deserunt.,,young-patterson.com,BR,free,organic
365b7b29-d6df-4556-8d5b-d6d68d873332,Geraldo Puig Pina,gbag@example.net,+34846706614,Chien prononcer devoir indiquer ignorer fenêtre oeuvre.,internal,industrias.es,IR,enterprise,referral
ae385159-0c8a-4ba4-a7e4-54dc7c5c0b0f,Monica Brooks,vprat@example.com,+34979491601,Cum quis vero quo quibusdam expedita quae.,"internal,new-customer",taylor-harrison.com,AF,enterprise,ads
a149ede6-4730-4afe-b71e-ed10e7048722,김준서,josegibson@example.net,+34944918362,Porro magnam modi suscipit nesciunt.,b2b,hashimoto.jp,LK,pro,referral
ed0f413d-65c5-4904-93f5-1a2a9a51b59a,김명자,umaldonado@example.com,+3934230234679,Beat by ask ahead doctor.,new-customer,construccion.es,AF,pro,organic
c1f9d38e-7050-43d5-a184-e3455306e5ee,Laurent Marion,claire75@example.net,+34923555356,Animi explicabo ex aut itaque praesentium quam suscipit.,"new-customer,churned,b2b",alimentacion.com,GH,pro,organic
fe341c08-78ae-4070-a7f6-0e2257445d12,Noelia Mónica Talavera Villa,abrahammontserrat@example.org,+7164932898,Marriage beautiful strategy you.,premium,ju.org,MN,pro,referral
75f191c1-4733-4d63-ae32-ad3be2d18d07,장미경,cuetoursula@example.com,+34886347128,Recusandae ex dolore nemo.,internal,supermercados.net,GH,enterprise,organic
a4ad52bb-c587-4470-b5ee-79be42b6f4a9,Hortense Hubert,yamamotoshota@example.org,+33244608752,助けて感謝するブラケット織る敵対的な。,,weiss.fr,TD,free,ads
c57c77e3-974d-4d2f-b5fb-919a2372445e,한성훈,mikitanaka@example.net,+330463729277,リフトサワーボトル指名。,"churned,vip",flores.com,QA,pro,referral
dd4da7db-61d1-40e2-aeec-e496971a9975,Amaro Báez Pagès,baldomerocarpio@example.net,+2630136749,Quod voluptatibus perferendis at iure repellendus.,new-customer,ishikawa.com,MT,free,organic
7d76bbfb-2a82-4beb-ba82-30d904035cfc,Alain Coste-Baudry,sparis@example.net,+33553068887,Student much standard prepare send debate probably.,,supermercados.com,RW,free,organic
453ce286-6dc4-43c7-a6ec-be480b8e9ec6,Azucena Ariza Castells,marcellerenard@example.org,+34843975859,Créer blond rue demander construire eh savoir.,"churned,premium,b2b",atkins.com,TH,free,ads
49a4c40e-8007-4c67-8ec3-cc6574cb8f7e,Debbie Santos,qbag@example.net,+34844831435,Odeur gens chiffre voler habiller ajouter occasion.,,yu.net,NO,free,referral
5baa26da-9b66-4fc3-8e0b-8af860eaef0b,小林 太一,tomoyawatanabe@example.org,+34876611284,Bientôt étranger mort dresser doigt blond arme.,"churned,vip,internal",martinez-rodriguez.net,BI,free,organic
20b36e92-f7d4-40ac-9ac7-313038ff8864,Océane Martel-Allain,gyeongsu82@example.net,+34974275784,障害副持つパイオニア厳しいソース。,,ota.jp,LY,pro,referral
41c39e5c-799d-4b66-a1bf-28141b591293,David Davis,clementnoemi@example.com,+330553093068,じぶんのヒールは鉱山今。,internal,kato.jp,ZW,pro,referral
ee0ae2cd-43c8-49ed-86ec-3f1c8378068b,홍영일,ksimpson@example.com,+638214474430963,Sed animi ab itaque error autem expedita quam.,premium,seguin.com,GR,free,organic
d2b5618d-4877-41af-95e9-74963bd5ffa8,Lucas Denis,cortesmaria-jose@example.net,+4377416787,Quas quia repudiandae consectetur vero recusandae commodi.,"new-customer,premium",agullo.net,SM,enterprise,organic
eba62404-7f38-4b6d-aa3e-6524af16ee89,松田 明美,smancebo@example.com,+33345923126,Wrong upon international pattern before.,internal,yamaguchi.net,GD,free,referral
c4d7f086-bdd9-4653-bc41-1cb651524a55,Ana Viana Roldán,daniel54@example.com,+34881502000,参加する動物戦略的編組ヘア。,"internal,new-customer",russell-torres.com,LU,pro,ads
1e89eb5b-d5a7-4d80-9286-53313302bb26,中島 春香,noel43@example.net,+34823129109,Provident unde asperiores molestias exercitationem.,,muniz.com,CO,free,organic
9064fdaf-d19f-4527-9481-e28b39be398c,坂本 美加子,ajones@example.net,+330321942409,Scientist however range that will.,,despacho.es,LC,pro,referral
e2ebe90b-150a-4249-9b69-8e083b51b822,김상현,ugordon@example.net,+33444024240,Modi a expedita non fuga.,"new-customer,vip",gweonihwang.kr,IR,enterprise,referral
4abd5bae-6430-42dc-ae3f-a4ae1bd5e176,Alexandra Kelly,naotomatsuda@example.net,+330524498373,柔らかいアクセルペダル装置コピーハードウェア。,"new-customer,churned,premium",henson.org,LR,enterprise,referral
078aebc5-39fc-46a5-869e-f7324c37d13b,박정웅,yamamototaro@example.com,+33218216376,Case seek activity between himself body add.,new-customer,colomer.com,ER,pro,organic
08d1dcae-bf62-426a-99d2-b943348323e9,Aimé Gautier,dominique13@example.org,+34971245723,Reality physical but stay bill father memory.,"new-customer,vip",wright.com,YE,pro,organic
49debeed-03fa-4b76-827b-cbbda881420b,伊藤 真綾,hjackson@example.org,+75149515109226,Tempora porro numquam enim.,,alimentacion.es,CY,pro,ads
3dc18de7-9d8c-44cb-a673-001e53249c52,김민서,hbautista@example.net,+34886215226,ログタワー彼女ブラケット厳しいトス。,"premium,new-customer",hendricks-stanley.com,AD,free,referral
4eda353f-70cf-4b7b-bc96-ab3130df0ddb,Luis Ángel Robles Águila,martinefernandez@example.org,+34714120092,Acheter savoir poids sorte.,"premium,vip",ibagbag.kr,GT,pro,organic
acf48c6a-1176-4ef7-91a3-f8e89ddedde4,김성훈,junhogim@example.com,+330467383034,North nor so animal fire want across.,"churned,b2b,premium",masse.org,NO,enterprise,referral
fb743084-9bb4-4bca-aa1d-5a25268c4425,石川 くみ子,richard81@example.net,+34822133228,Pénétrer tout état reposer et expliquer sien gros.,internal,maeda.jp,FI,pro,ads
65dbd14a-508f-48d8-bdc2-ab39460f62f1,이채원,udavis@example.org,+34883747219,Facilis enim illum.,new-customer,fabrica.es,AL,pro,ads
a89783c9-12bf-4aed-8ecb-19e38a002d8a,Javiera Jódar,figueroajohn@example.net,+8149629613,Letter politics too let beat rule.,premium,besnard.fr,BS,enterprise,ads
bb8bb84b-2308-4f23-9d63-367ee57858a6,Pascual Tamayo,shawn82@example.com,+7303064421,Earum aspernatur soluta iste.,,flores.es,UY,pro,referral
69dc77a6-d0ec-433a-9dde-2671ee207568,田中 翼,scuevas@example.com,+2729751648,Odit neque alias quia deleniti possimus quo.,"new-customer,premium",infraestructuras.com,LV,enterprise,organic
d553ea20-d7e3-4d69-a634-fb23f6b08ba9,Julien Marchal,peggy81@example.net,+34973665586,Calme composer grandir comprendre nourrir meilleur.,"premium,churned",fabre.fr,ET,pro,organic
b5e2f654-c831-41e1-960c-4bf29c9e05e6,Jennifer Crawford,couturiercapucine@example.net,+330443633786,Task wear go soldier less.,"internal,new-customer",suministros.com,CF,enterprise,organic
fe57b097-3a0a-4052-aa92-68dc47a73b39,Abilio del Antúnez,hernandeznicholas@example.net,+34920826312,Parole répondre semblable pareil.,internal,hermanos.org,KP,pro,referral
7ed58c8f-58be-4e85-a6a5-c1577d89ef37,Jeffrey Fuller,antoinemaurice@example.net,+330524027523,Deserunt saepe quas rem fugiat.,"churned,premium,new-customer",murakami.com,GA,pro,referral
b7fd7588-4e59-4b36-a75c-2197d809efa2,Lauren Garcia,campoerasmo@example.com,+217313665722402,ホイール尿分割教授倫理持つ。,new-customer,abe.org,CV,pro,ads
0a13e699-2c0c-412b-8d1a-9cfc372e3058,Daniel Luna,yejun31@example.com,+16668395517208,行進奨励します君はシェービングリニアフェミニストスペルキャビネット。,,ju.com,GM,enterprise,referral
a75b3fde-4a12-44b9-a2c4-fd0180e5ee90,김숙자,jason95@example.org,+330532493831,Prince tromper rien planche mouvement.,"new-customer,premium",ito.net,MR,pro,referral
bb3526d4-b762-47f7-8a8b-3120b4fcbe57,Jennifer Martinez MD,bito@example.com,+139097426088050,Rich ever send hundred news finish.,"churned,internal,vip",moll.com,SB,pro,organic
1562a347-b2a6-4405-acd6-103f72ded369,Teresa Garcia,ryuseongmin@example.com,+34877213580,Third amount answer fight enough.,,carlier.fr,BA,pro,ads
4ded3a54-da6b-4154-8bcf-4f192f7eaa70,Bernardino Montaña Colomer,cdiaz@example.net,+783597745731441,Asperiores libero distinctio perferendis.,,dupuy.com,TV,pro,organic
2296888a-91ff-491d-9c28-6c9907c83cd8,Margaux Le Neveu,reginavargas@example.org,+34827130724,Product laugh enter until base issue character.,"internal,churned,b2b",exposito.net,PS,enterprise,referral
ef6b254f-d07b-4ca4-8764-ffb94b20a903,鈴木 里佳,sferrera@example.org,+34859489786,Position where detail.,"churned,b2b,vip",gregoire.fr,OM,free,ads
9d8b9c47-41ca-446b-b18f-e941ddeca5a3,斉藤 裕樹,gpozo@example.org,+3235494012,Jardin empêcher tapis demi enfin autant considérer surveiller.,,johnston.com,BZ,free,referral
6ebd8749-4882-443d-bed9-32df4f63777b,Tracy Aguilar,agustinacanals@example.org,+34979584745,Repudiandae error ex.,"churned,premium,b2b",yuhanhoesa.com,GD,enterprise,referral
4873a10e-c226-4702-92f0-e41e91cd642b,Jason Robinson,myeongja39@example.net,+34927313614,Voile sorte complet témoin étranger éprouver nom.,new-customer,marie.org,ZA,pro,organic
75f94669-ead5-4d4f-b6ba-c52763ff2137,吉田 智也,sebastien10@example.com,+34888140703,同行省略隠すシェービングダニ移動トス試してみる。,"premium,new-customer,vip",yamamoto.com,SK,pro,ads
bb259944-4087-475b-bc34-3160a383cc64,William Vasseur,pfitzpatrick@example.net,+34949614494,Ipsa soluta rem consequuntur quisquam dolorum impedit.,"premium,b2b,new-customer",fernandez.com,NR,pro,ads
f86db1d8-0882-4626-bed6-63a81ac2146b,양시우,ghan@example.net,+5676670806,Past few drug mention.,"premium,internal",ii.net,ST,enterprise,ads
bfb49177-386f-4e93-84c0-f87e4d69da8a,Phillip Holmes,brownmaria@example.net,+491949750198038,Tempora odit culpa occaecati quaerat.,churned,gimhong.com,SV,free,organic
b1fda894-fbee-4a56-a08c-ef25ad09b529,Raymond Pereira,sanghyeongim@example.net,+34943014672,Ea nostrum ipsa omnis commodi corporis accusantium.,"vip,b2b",hanson-gonzalez.com,DE,enterprise,referral
ac65046b-a22a-4871-a0a7-699b2a379bba,Ema Mancebo Cabo,qtessier@example.com,+34942176620,同行反射革新コーラス指名クロス見落とす。,,jusighoesa.net,FR,free,organic
30a7338c-0e76-4cf0-a2c5-6a244fe3d133,Mrs. Savannah Gordon,lyamaguchi@example.net,+177687929884259,Ahead run discuss.,"vip,new-customer,b2b",fujiwara.jp,IS,pro,referral
fa35e189-3984-4128-8760-283338cac784,이현지,salazardanny@example.net,+5595025176298,腐った参加する狐バスケット学生連続怒り。,churned,villa-alvarez.com,CA,free,referral
5e089437-f1fd-47ea-bf04-433d674b93e6,이영순,leblancjulien@example.net,+33214766191,Error blanditiis dolorem nobis ex dolore velit.,"vip,churned",lombard.com,AU,pro,referral
fb8b5737-70ed-4b25-b835-01a81e107daf,松本 翔太,andree90@example.net,+330486169918,Earum aliquam alias magni.,"vip,premium,internal",kobayashi.jp,DJ,enterprise,organic
c79342d3-d92e-4606-9844-6317098fac33,Richard Gonzalez,rnormand@example.net,+14703662668,Tempore voluptatem facilis deserunt.,"premium,internal,new-customer",yoshida.org,AO,free,ads
3d527567-f0bb-44c7-9d52-447ad425502e,Amélie-Agathe Fouquet,gimseojun@example.org,+34831148375,Quae velit quod eos officiis minima.,vip,grupo.com,NG,free,referral
25b0fa18-2e73-480a-bb13-e83578d6bcfe,Julieta Elisa Bermudez Frutos,jaehocoe@example.org,+34726670336,Minus optio adipisci quis vel tenetur.,"vip,premium",yamamoto.com,LY,enterprise,organic
180588aa-ca36-4c6e-822d-03bf4961f8ea,Ronald Hamilton,canalescarolina@example.com,+6998426732,Son week beat economic myself.,"churned,vip",nishimura.org,GM,pro,organic
6b816909-a2f1-46e2-a593-d668cf956b11,阿部 里佳,denisthibault@example.net,+8360914985,Conference she everybody than camera piece.,"premium,churned",kimura.com,IS,enterprise,organic
32288f59-08e7-4ff4-b644-32fb1b79ed4a,井上 翔太,theresa05@example.net,+17357118718133,Odit soluta corporis eveniet.,,jusighoesa.org,TT,free,organic
4693559e-aea9-45a5-83c1-1bbd0847f035,高橋 篤司,chiyosato@example.net,+34948392836,Oeil retenir état caractère.,new-customer,nakamura.jp,PW,pro,ads
fa4c1b88-6a73-46c4-be7d-3a47486cdf06,Jason Cannon,casesruth@example.org,+34732128866,状況通行料金キャビントリビュート。,premium,vazquez.net,PH,enterprise,organic
9ae524e7-d788-4737-82a3-0076cae1c5a8,藤井 里佳,wmancebo@example.com,+6572894134,Aliquid maxime minima magni unde eligendi.,premium,hayashi.com,BN,free,ads
23633ed6-caee-41e0-9531-8e6e53ceb543,鈴木 七夏,igyeonghyi@example.org,+30593496782741,Ea sint voluptatibus quasi blanditiis explicabo aspernatur.,,escalona.net,SI,free,ads
c717e221-5980-4b84-ad90-51ce3d701840,Emily Middleton,vazquezmaximino@example.org,+330141329633,拡張学生シュガー動物狐トースト持ってる。,,yu.net,GQ,enterprise,referral
9394182e-54fd-4b43-bbfd-3e560a943c98,清水 千代,lmatsumoto@example.com,+8755156277,Environmental Democrat surface important no.,"b2b,premium,internal",yuhanhoesa.com,NL,enterprise,ads
40fd4682-00be-42bf-b8e1-e9ce489f9a10,Gloria Juliá Ballester,vishikawa@example.net,+27623928319952,Quos ex explicabo quisquam.,"internal,b2b,vip",watanabe.jp,MX,free,organic
de28f774-a0a7-45fc-a957-a8cda39ceb83,김성호,carolinaibarra@example.org,+6812867024,Quo dolorum earum commodi quos omnis consectetur qui.,"premium,vip,new-customer",williams.com,MY,free,referral
4a31600e-27cc-42b3-bb1d-090da3910469,Adrián Cordero Bustos,mleclercq@example.com,+8044731497,Inventore dolore illo eius eligendi.,,ishii.com,SD,enterprise,ads
7d29a1a0-0426-46c1-bdbb-e060c7013f50,Kenneth Johnson,ki@example.org,+4615620281,Aliquam incidunt cupiditate rem.,"internal,vip,premium",weber.fr,ST,enterprise,organic
42681608-840e-4d88-8c6a-ed1d477d517e,斎藤 春香,guycharpentier@example.net,+34820043318,Atque numquam nisi architecto odio sunt.,"b2b,new-customer,premium",soluciones.com,KE,free,ads
656e66aa-39c5-4cd3-b07c-030d04ffe407,Pastora Maza-Pedrero,jadam@example.net,+330254896599,Vers quand où tellement créer.,"premium,internal,churned",shimizu.net,JM,free,organic
fca04cc7-c620-429f-bce6-95c24d08858f,김도현,williamgonzales@example.net,+34921481386,Provident explicabo saepe et aspernatur non.,"vip,churned",hays.org,CV,enterprise,organic
3a7138d3-7c17-4ced-a497-67e719b1c584,Nélida Iglesia Carreño,wgilles@example.org,+5759639836520,ボトルブレーキ再現するインチ特徴不自然な葉。,internal,yu.org,TJ,pro,referral
020bb445-637a-4036-bb3e-e6b59665a772,Michele Hill MD,wagnercharlotte@example.net,+34979278105,Thus check save that capital information suffer argue.,,sato.org,MY,pro,ads
dd94a246-6d79-4142-b163-15b5f276335a,Michael Yoder,misug66@example.net,+6385241270,Commun qui secours absence dont être.,,davis-stephens.com,LK,free,ads
1c0860d3-8d9a-47bf-8f99-50de000d6174,Brandon Blair,seohyeon02@example.org,+55985587209628,リフトノート不自然な行進トレーナー。,"premium,new-customer,internal",yamada.com,PL,free,referral
445aa700-d4a6-4705-9c92-5d2888051811,박성진,ldelmas@example.org,+6403816649,Adipisci maiores ullam suscipit vitae velit dicta voluptas.,,ayala.com,SI,enterprise,organic
946566a8-8838-4c69-886e-4f70146d3eba,박민지,jamesjackson@example.com,+2339613285,Aut mollitia hic distinctio iusto fugiat.,internal,yu.com,KR,pro,organic
75f1da17-e89a-43bc-a8a9-c0c9be5ba679,林 結衣,tracy90@example.org,+33375555809,Terme payer chambre construire cri habitude.,"new-customer,vip,b2b",construccion.com,LR,free,ads
2c3cafcb-e856-4d2a-8799-4ef2d1b86d03,小林 幹,susan62@example.org,+34984171516,Five offer himself lawyer.,"premium,internal,new-customer",kobayashi.com,CZ,pro,ads
a5f6400f-4a16-4271-9641-ae8a0811672e,Florencia Sáenz,shota26@example.net,+34822205943,Propos île arme drame cause jusque faire spectacle.,internal,rocamora.org,UY,pro,referral
e42d4180-863d-492a-af7b-01abe5d1b6dc,Emmanuel-William Hamon,salommoreno@example.com,+14159086321812,Exercitationem itaque nulla ullam temporibus.,premium,watanabe.jp,AR,free,referral
cf8273eb-3e2a-4fee-b801-2e110c593f7b,William Little,uhunt@example.org,+3642480962,隠すリフトベルベットクロス主婦。,b2b,fournier.com,MR,free,ads
